index,claim_no,pred_time,dev_time,cal_time,paid,ocl
38,3,22,5.31836876905827,7.14027893043144,5528,64757
38,3,22,11.3796207800708,13.201530941444,7995,59757
38,3,22,14.1225383822232,15.9444485435964,10819,47716
39,3,23,0.0,1.82191016137317,0,47561
39,3,23,2.32277625043491,4.14468641180808,2805,56408
39,3,23,5.31836876905827,7.14027893043144,5528,64757
39,3,23,11.3796207800708,13.201530941444,7995,59757
39,3,23,14.1225383822232,15.9444485435964,10819,47716
39,3,23,20.487333911992,22.3092440733651,58098,4413
40,3,24,0.0,1.82191016137317,0,47561
40,3,24,2.32277625043491,4.14468641180808,2805,56408
40,3,24,5.31836876905827,7.14027893043144,5528,64757
40,3,24,11.3796207800708,13.201530941444,7995,59757
40,3,24,14.1225383822232,15.9444485435964,10819,47716
40,3,24,20.487333911992,22.3092440733651,58098,4413
41,3,25,0.0,1.82191016137317,0,47561
41,3,25,2.32277625043491,4.14468641180808,2805,56408
41,3,25,5.31836876905827,7.14027893043144,5528,64757
41,3,25,11.3796207800708,13.201530941444,7995,59757
41,3,25,14.1225383822232,15.9444485435964,10819,47716
41,3,25,20.487333911992,22.3092440733651,58098,4413
42,4,2,0.0,1.93510763085646,0,30454
43,4,3,0.0,1.93510763085646,0,30454
44,4,4,0.0,1.93510763085646,0,30454
45,4,5,0.0,1.93510763085646,0,30454
46,4,6,0.0,1.93510763085646,0,30454
47,4,7,0.0,1.93510763085646,0,30454
48,4,8,0.0,1.93510763085646,0,30454
48,4,8,5.18996157557505,7.12506920643151,19380,16154
49,4,9,0.0,1.93510763085646,0,30454
49,4,9,5.18996157557505,7.12506920643151,19380,16154
50,4,10,0.0,1.93510763085646,0,30454
50,4,10,5.18996157557505,7.12506920643151,19380,16154
51,4,11,0.0,1.93510763085646,0,30454
51,4,11,5.18996157557505,7.12506920643151,19380,16154
51,4,11,8.54803210309415,10.4831397339506,35378,2230
52,4,12,0.0,1.93510763085646,0,30454
52,4,12,5.18996157557505,7.12506920643151,19380,16154
52,4,12,8.54803210309415,10.4831397339506,35378,2230
53,4,13,0.0,1.93510763085646,0,30454
53,4,13,5.18996157557505,7.12506920643151,19380,16154
53,4,13,8.54803210309415,10.4831397339506,35378,2230
54,4,14,0.0,1.93510763085646,0,30454
54,4,14,5.18996157557505,7.12506920643151,19380,16154
54,4,14,8.54803210309415,10.4831397339506,35378,2230
55,4,15,0.0,1.93510763085646,0,30454
55,4,15,5.18996157557505,7.12506920643151,19380,16154
55,4,15,8.54803210309415,10.4831397339506,35378,2230
56,4,16,0.0,1.93510763085646,0,30454
56,4,16,5.18996157557505,7.12506920643151,19380,16154
56,4,16,8.54803210309415,10.4831397339506,35378,2230
57,4,17,0.0,1.93510763085646,0,30454
57,4,17,5.18996157557505,7.12506920643151,19380,16154
57,4,17,8.54803210309415,10.4831397339506,35378,2230
57,4,17,14.4930760344573,16.4281836653137,170227,17306
58,5,5,0.0,4.02746419826169,0,19696
59,5,6,0.0,4.02746419826169,0,19696
60,5,7,0.0,4.02746419826169,0,19696
61,5,8,0.0,4.02746419826169,0,19696
62,5,9,0.0,4.02746419826169,0,19696
63,5,10,0.0,4.02746419826169,0,19696
64,5,11,0.0,4.02746419826169,0,19696
65,5,12,0.0,4.02746419826169,0,19696
66,5,13,0.0,4.02746419826169,0,19696
67,5,14,0.0,4.02746419826169,0,19696
67,5,14,9.44754671692708,13.4750109151888,9236,10460
68,5,15,0.0,4.02746419826169,0,19696
68,5,15,9.44754671692708,13.4750109151888,9236,10460
69,5,16,0.0,4.02746419826169,0,19696
69,5,16,9.44754671692708,13.4750109151888,9236,10460
70,5,17,0.0,4.02746419826169,0,19696
70,5,17,9.44754671692708,13.4750109151888,9236,10460
71,5,18,0.0,4.02746419826169,0,19696
71,5,18,9.44754671692708,13.4750109151888,9236,10460
72,5,19,0.0,4.02746419826169,0,19696
72,5,19,9.44754671692708,13.4750109151888,9236,10460
72,5,19,14.3362840146643,18.363748212926,18946,160192
73,5,20,0.0,4.02746419826169,0,19696
73,5,20,9.44754671692708,13.4750109151888,9236,10460
73,5,20,14.3362840146643,18.363748212926,18946,160192
74,5,21,0.0,4.02746419826169,0,19696
74,5,21,9.44754671692708,13.4750109151888,9236,10460
74,5,21,14.3362840146643,18.363748212926,18946,160192
75,5,22,0.0,4.02746419826169,0,19696
75,5,22,9.44754671692708,13.4750109151888,9236,10460
75,5,22,14.3362840146643,18.363748212926,18946,160192
76,5,23,0.0,4.02746419826169,0,19696
76,5,23,9.44754671692708,13.4750109151888,9236,10460
76,5,23,14.3362840146643,18.363748212926,18946,160192
77,5,24,0.0,4.02746419826169,0,19696
77,5,24,9.44754671692708,13.4750109151888,9236,10460
77,5,24,14.3362840146643,18.363748212926,18946,160192
78,5,25,0.0,4.02746419826169,0,19696
78,5,25,9.44754671692708,13.4750109151888,9236,10460
78,5,25,14.3362840146643,18.363748212926,18946,160192
79,5,26,0.0,4.02746419826169,0,19696
79,5,26,9.44754671692708,13.4750109151888,9236,10460
79,5,26,14.3362840146643,18.363748212926,18946,160192
80,5,27,0.0,4.02746419826169,0,19696
80,5,27,9.44754671692708,13.4750109151888,9236,10460
80,5,27,14.3362840146643,18.363748212926,18946,160192
81,5,28,0.0,4.02746419826169,0,19696
81,5,28,9.44754671692708,13.4750109151888,9236,10460
81,5,28,14.3362840146643,18.363748212926,18946,160192
82,5,29,0.0,4.02746419826169,0,19696
82,5,29,9.44754671692708,13.4750109151888,9236,10460
82,5,29,14.3362840146643,18.363748212926,18946,160192
82,5,29,24.1804784719348,28.2079426701965,31120,304997
83,5,30,0.0,4.02746419826169,0,19696
83,5,30,9.44754671692708,13.4750109151888,9236,10460
83,5,30,14.3362840146643,18.363748212926,18946,160192
83,5,30,24.1804784719348,28.2079426701965,31120,304997
84,5,31,0.0,4.02746419826169,0,19696
84,5,31,9.44754671692708,13.4750109151888,9236,10460
84,5,31,14.3362840146643,18.363748212926,18946,160192
84,5,31,24.1804784719348,28.2079426701965,31120,304997
85,5,32,0.0,4.02746419826169,0,19696
85,5,32,9.44754671692708,13.4750109151888,9236,10460
85,5,32,14.3362840146643,18.363748212926,18946,160192
85,5,32,24.1804784719348,28.2079426701965,31120,304997
86,5,33,0.0,4.02746419826169,0,19696
86,5,33,9.44754671692708,13.4750109151888,9236,10460
86,5,33,14.3362840146643,18.363748212926,18946,160192
86,5,33,24.1804784719348,28.2079426701965,31120,304997
86,5,33,28.6344767977633,32.661940996025,190322,20711
87,5,34,0.0,4.02746419826169,0,19696
87,5,34,9.44754671692708,13.4750109151888,9236,10460
87,5,34,14.3362840146643,18.363748212926,18946,160192
87,5,34,24.1804784719348,28.2079426701965,31120,304997
87,5,34,28.6344767977633,32.661940996025,190322,20711
88,6,3,0.0,2.11193982498942,0,95043
89,6,4,0.0,2.11193982498942,0,95043
89,6,4,1.82339701072381,3.93533683571323,4048,90771
90,6,5,0.0,2.11193982498942,0,95043
90,6,5,1.82339701072381,3.93533683571323,4048,90771
91,6,6,0.0,2.11193982498942,0,95043
91,6,6,1.82339701072381,3.93533683571323,4048,90771
91,6,6,3.43112902476315,5.54306884975256,8395,86424
92,6,7,0.0,2.11193982498942,0,95043
92,6,7,1.82339701072381,3.93533683571323,4048,90771
92,6,7,3.43112902476315,5.54306884975256,8395,86424
93,6,8,0.0,2.11193982498942,0,95043
93,6,8,1.82339701072381,3.93533683571323,4048,90771
93,6,8,3.43112902476315,5.54306884975256,8395,86424
94,6,9,0.0,2.11193982498942,0,95043
94,6,9,1.82339701072381,3.93533683571323,4048,90771
94,6,9,3.43112902476315,5.54306884975256,8395,86424
94,6,9,6.14263527688384,8.25457510187326,12227,78500
95,6,10,0.0,2.11193982498942,0,95043
95,6,10,1.82339701072381,3.93533683571323,4048,90771
95,6,10,3.43112902476315,5.54306884975256,8395,86424
95,6,10,6.14263527688384,8.25457510187326,12227,78500
96,6,11,0.0,2.11193982498942,0,95043
96,6,11,1.82339701072381,3.93533683571323,4048,90771
96,6,11,3.43112902476315,5.54306884975256,8395,86424
96,6,11,6.14263527688384,8.25457510187326,12227,78500
96,6,11,8.16398372414427,10.2759235491337,16772,75941
97,6,12,0.0,2.11193982498942,0,95043
97,6,12,1.82339701072381,3.93533683571323,4048,90771
97,6,12,3.43112902476315,5.54306884975256,8395,86424
97,6,12,6.14263527688384,8.25457510187326,12227,78500
97,6,12,8.16398372414427,10.2759235491337,16772,75941
98,6,13,0.0,2.11193982498942,0,95043
98,6,13,1.82339701072381,3.93533683571323,4048,90771
98,6,13,3.43112902476315,5.54306884975256,8395,86424
98,6,13,6.14263527688384,8.25457510187326,12227,78500
98,6,13,8.16398372414427,10.2759235491337,16772,75941
99,6,14,0.0,2.11193982498942,0,95043
99,6,14,1.82339701072381,3.93533683571323,4048,90771
99,6,14,3.43112902476315,5.54306884975256,8395,86424
99,6,14,6.14263527688384,8.25457510187326,12227,78500
99,6,14,8.16398372414427,10.2759235491337,16772,75941
99,6,14,11.0674074881976,13.179347313187,20614,74340
100,6,15,0.0,2.11193982498942,0,95043
100,6,15,1.82339701072381,3.93533683571323,4048,90771
100,6,15,3.43112902476315,5.54306884975256,8395,86424
100,6,15,6.14263527688384,8.25457510187326,12227,78500
100,6,15,8.16398372414427,10.2759235491337,16772,75941
100,6,15,11.0674074881976,13.179347313187,20614,74340
100,6,15,12.5576335847004,14.6695734096898,85299,9655
101,7,1,0.0,0.762313162709157,0,62252
102,7,2,0.0,0.762313162709157,0,62252
103,7,3,0.0,0.762313162709157,0,62252
103,7,3,1.52486476508666,2.28717792779582,11174,51078
104,7,4,0.0,0.762313162709157,0,62252
104,7,4,1.52486476508666,2.28717792779582,11174,51078
104,7,4,2.94919474252375,3.71150790523291,21565,46502
105,7,5,0.0,0.762313162709157,0,62252
105,7,5,1.52486476508666,2.28717792779582,11174,51078
105,7,5,2.94919474252375,3.71150790523291,21565,46502
106,7,6,0.0,0.762313162709157,0,62252
106,7,6,1.52486476508666,2.28717792779582,11174,51078
106,7,6,2.94919474252375,3.71150790523291,21565,46502
107,7,7,0.0,0.762313162709157,0,62252
107,7,7,1.52486476508666,2.28717792779582,11174,51078
107,7,7,2.94919474252375,3.71150790523291,21565,46502
107,7,7,5.59194805200409,6.35426121471324,32635,47234
108,7,8,0.0,0.762313162709157,0,62252
108,7,8,1.52486476508666,2.28717792779582,11174,51078
108,7,8,2.94919474252375,3.71150790523291,21565,46502
108,7,8,5.59194805200409,6.35426121471324,32635,47234
109,7,9,0.0,0.762313162709157,0,62252
109,7,9,1.52486476508666,2.28717792779582,11174,51078
109,7,9,2.94919474252375,3.71150790523291,21565,46502
109,7,9,5.59194805200409,6.35426121471324,32635,47234
110,7,10,0.0,0.762313162709157,0,62252
110,7,10,1.52486476508666,2.28717792779582,11174,51078
110,7,10,2.94919474252375,3.71150790523291,21565,46502
110,7,10,5.59194805200409,6.35426121471324,32635,47234
110,7,10,8.56539351738017,9.32770668008932,41289,391034
111,7,11,0.0,0.762313162709157,0,62252
111,7,11,1.52486476508666,2.28717792779582,11174,51078
111,7,11,2.94919474252375,3.71150790523291,21565,46502
111,7,11,5.59194805200409,6.35426121471324,32635,47234
111,7,11,8.56539351738017,9.32770668008932,41289,391034
111,7,11,9.91444502555376,10.6767581882629,50521,352622
112,7,12,0.0,0.762313162709157,0,62252
112,7,12,1.52486476508666,2.28717792779582,11174,51078
112,7,12,2.94919474252375,3.71150790523291,21565,46502
112,7,12,5.59194805200409,6.35426121471324,32635,47234
112,7,12,8.56539351738017,9.32770668008932,41289,391034
112,7,12,9.91444502555376,10.6767581882629,50521,352622
113,7,13,0.0,0.762313162709157,0,62252
113,7,13,1.52486476508666,2.28717792779582,11174,51078
113,7,13,2.94919474252375,3.71150790523291,21565,46502
113,7,13,5.59194805200409,6.35426121471324,32635,47234
113,7,13,8.56539351738017,9.32770668008932,41289,391034
113,7,13,9.91444502555376,10.6767581882629,50521,352622
113,7,13,11.9751393845547,12.7374525472639,59140,949439
114,7,14,0.0,0.762313162709157,0,62252
114,7,14,1.52486476508666,2.28717792779582,11174,51078
114,7,14,2.94919474252375,3.71150790523291,21565,46502
114,7,14,5.59194805200409,6.35426121471324,32635,47234
114,7,14,8.56539351738017,9.32770668008932,41289,391034
114,7,14,9.91444502555376,10.6767581882629,50521,352622
114,7,14,11.9751393845547,12.7374525472639,59140,949439
115,7,15,0.0,0.762313162709157,0,62252
115,7,15,1.52486476508666,2.28717792779582,11174,51078
115,7,15,2.94919474252375,3.71150790523291,21565,46502
115,7,15,5.59194805200409,6.35426121471324,32635,47234
115,7,15,8.56539351738017,9.32770668008932,41289,391034
115,7,15,9.91444502555376,10.6767581882629,50521,352622
115,7,15,11.9751393845547,12.7374525472639,59140,949439
115,7,15,14.1733078584318,14.935621021141,803954,137489
116,8,3,0.0,2.42685975715151,0,29925
117,8,4,0.0,2.42685975715151,0,29925
118,8,5,0.0,2.42685975715151,0,29925
119,8,6,0.0,2.42685975715151,0,29925
120,8,7,0.0,2.42685975715151,0,29925
120,8,7,3.91661464382583,6.34347440097734,4532,30311
121,8,8,0.0,2.42685975715151,0,29925
121,8,8,3.91661464382583,6.34347440097734,4532,30311
122,8,9,0.0,2.42685975715151,0,29925
122,8,9,3.91661464382583,6.34347440097734,4532,30311
123,8,10,0.0,2.42685975715151,0,29925
123,8,10,3.91661464382583,6.34347440097734,4532,30311
124,8,11,0.0,2.42685975715151,0,29925
124,8,11,3.91661464382583,6.34347440097734,4532,30311
125,8,12,0.0,2.42685975715151,0,29925
125,8,12,3.91661464382583,6.34347440097734,4532,30311
126,8,13,0.0,2.42685975715151,0,29925
126,8,13,3.91661464382583,6.34347440097734,4532,30311
126,8,13,9.6898511832752,12.1167109404267,8810,26033
127,8,14,0.0,2.42685975715151,0,29925
127,8,14,3.91661464382583,6.34347440097734,4532,30311
127,8,14,9.6898511832752,12.1167109404267,8810,26033
128,8,15,0.0,2.42685975715151,0,29925
128,8,15,3.91661464382583,6.34347440097734,4532,30311
128,8,15,9.6898511832752,12.1167109404267,8810,26033
128,8,15,11.8157324458092,14.2425922029607,30341,2160
129,9,2,0.0,1.68863248699251,0,10691
130,9,3,0.0,1.68863248699251,0,10691
131,9,4,0.0,1.68863248699251,0,10691
132,9,5,0.0,1.68863248699251,0,10691
133,9,6,0.0,1.68863248699251,0,10691
134,9,7,0.0,1.68863248699251,0,10691
135,9,8,0.0,1.68863248699251,0,10691
136,9,9,0.0,1.68863248699251,0,10691
136,9,9,6.58136082048466,8.26999330747717,3546,7145
137,9,10,0.0,1.68863248699251,0,10691
137,9,10,6.58136082048466,8.26999330747717,3546,7145
138,9,11,0.0,1.68863248699251,0,10691
138,9,11,6.58136082048466,8.26999330747717,3546,7145
139,9,12,0.0,1.68863248699251,0,10691
139,9,12,6.58136082048466,8.26999330747717,3546,7145
139,9,12,9.57402572080695,11.2626582077995,7181,3426
140,9,13,0.0,1.68863248699251,0,10691
140,9,13,6.58136082048466,8.26999330747717,3546,7145
140,9,13,9.57402572080695,11.2626582077995,7181,3426
141,9,14,0.0,1.68863248699251,0,10691
141,9,14,6.58136082048466,8.26999330747717,3546,7145
141,9,14,9.57402572080695,11.2626582077995,7181,3426
142,9,15,0.0,1.68863248699251,0,10691
142,9,15,6.58136082048466,8.26999330747717,3546,7145
142,9,15,9.57402572080695,11.2626582077995,7181,3426
143,9,16,0.0,1.68863248699251,0,10691
143,9,16,6.58136082048466,8.26999330747717,3546,7145
143,9,16,9.57402572080695,11.2626582077995,7181,3426
143,9,16,13.6165484776437,15.3051809646362,10248,77803
144,9,17,0.0,1.68863248699251,0,10691
144,9,17,6.58136082048466,8.26999330747717,3546,7145
144,9,17,9.57402572080695,11.2626582077995,7181,3426
144,9,17,13.6165484776437,15.3051809646362,10248,77803
145,9,18,0.0,1.68863248699251,0,10691
145,9,18,6.58136082048466,8.26999330747717,3546,7145
145,9,18,9.57402572080695,11.2626582077995,7181,3426
145,9,18,13.6165484776437,15.3051809646362,10248,77803
146,9,19,0.0,1.68863248699251,0,10691
146,9,19,6.58136082048466,8.26999330747717,3546,7145
146,9,19,9.57402572080695,11.2626582077995,7181,3426
146,9,19,13.6165484776437,15.3051809646362,10248,77803
147,9,20,0.0,1.68863248699251,0,10691
147,9,20,6.58136082048466,8.26999330747717,3546,7145
147,9,20,9.57402572080695,11.2626582077995,7181,3426
147,9,20,13.6165484776437,15.3051809646362,10248,77803
147,9,20,17.6995603553428,19.3881928423353,80725,7326
148,9,21,0.0,1.68863248699251,0,10691
148,9,21,6.58136082048466,8.26999330747717,3546,7145
148,9,21,9.57402572080695,11.2626582077995,7181,3426
148,9,21,13.6165484776437,15.3051809646362,10248,77803
148,9,21,17.6995603553428,19.3881928423353,80725,7326
149,10,5,0.0,4.53363047200913,0,112971
150,10,6,0.0,4.53363047200913,0,112971
151,10,7,0.0,4.53363047200913,0,112971
151,10,7,2.10335263236449,6.63698310437362,13839,108872
152,10,8,0.0,4.53363047200913,0,112971
152,10,8,2.10335263236449,6.63698310437362,13839,108872
153,10,9,0.0,4.53363047200913,0,112971
153,10,9,2.10335263236449,6.63698310437362,13839,108872
154,10,10,0.0,4.53363047200913,0,112971
154,10,10,2.10335263236449,6.63698310437362,13839,108872
155,10,11,0.0,4.53363047200913,0,112971
155,10,11,2.10335263236449,6.63698310437362,13839,108872
155,10,11,6.03282462618026,10.5664550981894,25908,140096
156,10,12,0.0,4.53363047200913,0,112971
156,10,12,2.10335263236449,6.63698310437362,13839,108872
156,10,12,6.03282462618026,10.5664550981894,25908,140096
157,10,13,0.0,4.53363047200913,0,112971
157,10,13,2.10335263236449,6.63698310437362,13839,108872
157,10,13,6.03282462618026,10.5664550981894,25908,140096
158,10,14,0.0,4.53363047200913,0,112971
158,10,14,2.10335263236449,6.63698310437362,13839,108872
158,10,14,6.03282462618026,10.5664550981894,25908,140096
159,10,15,0.0,4.53363047200913,0,112971
159,10,15,2.10335263236449,6.63698310437362,13839,108872
159,10,15,6.03282462618026,10.5664550981894,25908,140096
160,10,16,0.0,4.53363047200913,0,112971
160,10,16,2.10335263236449,6.63698310437362,13839,108872
160,10,16,6.03282462618026,10.5664550981894,25908,140096
160,10,16,10.8911370247179,15.424767496727,131000,10967
161,11,3,0.0,2.41693782998717,0,164657
162,11,4,0.0,2.41693782998717,0,164657
163,11,5,0.0,2.41693782998717,0,164657
164,11,6,0.0,2.41693782998717,0,164657
165,11,7,0.0,2.41693782998717,0,164657
166,11,8,0.0,2.41693782998717,0,164657
166,11,8,5.00567251798983,7.42261034797699,18338,146318
167,11,9,0.0,2.41693782998717,0,164657
167,11,9,5.00567251798983,7.42261034797699,18338,146318
168,11,10,0.0,2.41693782998717,0,164657
168,11,10,5.00567251798983,7.42261034797699,18338,146318
169,11,11,0.0,2.41693782998717,0,164657
169,11,11,5.00567251798983,7.42261034797699,18338,146318
170,11,12,0.0,2.41693782998717,0,164657
170,11,12,5.00567251798983,7.42261034797699,18338,146318
171,11,13,0.0,2.41693782998717,0,164657
171,11,13,5.00567251798983,7.42261034797699,18338,146318
171,11,13,9.76020107943393,12.1771389094211,37973,127732
172,11,14,0.0,2.41693782998717,0,164657
172,11,14,5.00567251798983,7.42261034797699,18338,146318
172,11,14,9.76020107943393,12.1771389094211,37973,127732
173,11,15,0.0,2.41693782998717,0,164657
173,11,15,5.00567251798983,7.42261034797699,18338,146318
173,11,15,9.76020107943393,12.1771389094211,37973,127732
174,11,16,0.0,2.41693782998717,0,164657
174,11,16,5.00567251798983,7.42261034797699,18338,146318
174,11,16,9.76020107943393,12.1771389094211,37973,127732
174,11,16,13.4202756547532,15.8372134847403,58157,895953
175,11,17,0.0,2.41693782998717,0,164657
175,11,17,5.00567251798983,7.42261034797699,18338,146318
175,11,17,9.76020107943393,12.1771389094211,37973,127732
175,11,17,13.4202756547532,15.8372134847403,58157,895953
176,11,18,0.0,2.41693782998717,0,164657
176,11,18,5.00567251798983,7.42261034797699,18338,146318
176,11,18,9.76020107943393,12.1771389094211,37973,127732
176,11,18,13.4202756547532,15.8372134847403,58157,895953
177,11,19,0.0,2.41693782998717,0,164657
177,11,19,5.00567251798983,7.42261034797699,18338,146318
177,11,19,9.76020107943393,12.1771389094211,37973,127732
177,11,19,13.4202756547532,15.8372134847403,58157,895953
178,11,20,0.0,2.41693782998717,0,164657
178,11,20,5.00567251798983,7.42261034797699,18338,146318
178,11,20,9.76020107943393,12.1771389094211,37973,127732
178,11,20,13.4202756547532,15.8372134847403,58157,895953
179,11,21,0.0,2.41693782998717,0,164657
179,11,21,5.00567251798983,7.42261034797699,18338,146318
179,11,21,9.76020107943393,12.1771389094211,37973,127732
179,11,21,13.4202756547532,15.8372134847403,58157,895953
179,11,21,18.0054934328069,20.4224312627941,81007,873103
180,11,22,0.0,2.41693782998717,0,164657
180,11,22,5.00567251798983,7.42261034797699,18338,146318
180,11,22,9.76020107943393,12.1771389094211,37973,127732
180,11,22,13.4202756547532,15.8372134847403,58157,895953
180,11,22,18.0054934328069,20.4224312627941,81007,873103
181,11,23,0.0,2.41693782998717,0,164657
181,11,23,5.00567251798983,7.42261034797699,18338,146318
181,11,23,9.76020107943393,12.1771389094211,37973,127732
181,11,23,13.4202756547532,15.8372134847403,58157,895953
181,11,23,18.0054934328069,20.4224312627941,81007,873103
182,11,24,0.0,2.41693782998717,0,164657
182,11,24,5.00567251798983,7.42261034797699,18338,146318
182,11,24,9.76020107943393,12.1771389094211,37973,127732
182,11,24,13.4202756547532,15.8372134847403,58157,895953
182,11,24,18.0054934328069,20.4224312627941,81007,873103
183,11,25,0.0,2.41693782998717,0,164657
183,11,25,5.00567251798983,7.42261034797699,18338,146318
183,11,25,9.76020107943393,12.1771389094211,37973,127732
183,11,25,13.4202756547532,15.8372134847403,58157,895953
183,11,25,18.0054934328069,20.4224312627941,81007,873103
